epoch,step,test_loss,test_r2,train_loss,train_r2_epoch,train_r2_step,valid_loss,valid_r2
38,2612,,,,,,0.6236019730567932,0.40817129611968994
38,2612,,,0.4212020933628082,0.5586050748825073,,,
39,2649,,,,,0.6168051958084106,,
39,2679,,,,,,0.6212011575698853,0.4104498028755188
39,2679,,,0.42187803983688354,0.5473822355270386,,,
40,2699,,,,,0.5240620374679565,,
40,2746,,,,,,0.6228469014167786,0.40888792276382446
40,2746,,,0.4215138554573059,0.5536178946495056,,,
41,2749,,,,,0.5257868766784668,,
41,2799,,,,,0.5714362859725952,,
41,2813,,,,,,0.6249392628669739,0.40690213441848755
41,2813,,,0.4256351888179779,0.5463373064994812,,,
42,2849,,,,,0.5241582989692688,,
42,2880,,,,,,0.6230945587158203,0.4086529016494751
42,2880,,,0.420000284910202,0.5570166110992432,,,
43,2899,,,,,0.5121103525161743,,
43,2947,,,,,,0.6225661039352417,0.40915435552597046
43,2947,,,0.4199230670928955,0.5575700998306274,,,
44,2949,,,,,0.6156628727912903,,
44,2999,,,,,0.4919719696044922,,
44,3014,,,,,,0.6171413064002991,0.4143027663230896
44,3014,,,0.41780146956443787,0.5617479085922241,,,
45,3049,,,,,0.3479580879211426,,
45,3081,,,,,,0.6236168146133423,0.40815722942352295
45,3081,,,0.42251840233802795,0.5501513481140137,,,
46,3099,,,,,0.6079338788986206,,
46,3148,,,,,,0.6174327731132507,0.4140262007713318
46,3148,,,0.42378461360931396,0.5473576188087463,,,
47,3149,,,,,0.46175873279571533,,
47,3199,,,,,0.37034082412719727,,
47,3215,,,,,,0.6200798153877258,0.4115139842033386
47,3215,,,0.41721221804618835,0.5574350357055664,,,
48,3249,,,,,0.625808835029602,,
48,3282,,,,,,0.6272716522216797,0.4046885371208191
48,3282,,,0.4228379428386688,0.5517507195472717,,,
49,3299,,,,,0.6514760255813599,,
49,3349,,,,,0.5959501266479492,,
49,3349,,,,,,0.6235829591751099,0.4081893563270569
49,3349,,,0.4257759749889374,0.5510938167572021,,,
50,3399,,,,,0.5472685098648071,,
50,3416,,,,,,0.6229958534240723,0.40874654054641724
50,3416,,,0.4212283492088318,0.5540715456008911,,,
51,3449,,,,,0.5524831414222717,,
51,3483,,,,,,0.620434045791626,0.4111778140068054
51,3483,,,0.41767123341560364,0.5562994480133057,,,
52,3499,,,,,0.5440586805343628,,
52,3549,,,,,0.621423602104187,,
52,3550,,,,,,0.625892162322998,0.4059978127479553
52,3550,,,0.42373427748680115,0.5510209202766418,,,
53,3599,,,,,0.39686810970306396,,
53,3617,,,,,,0.6192274689674377,0.4123229384422302
53,3617,,,0.42091572284698486,0.5549044609069824,,,
54,3649,,,,,0.5137475728988647,,
54,3684,,,,,,0.6294819712638855,0.40259087085723877
54,3684,,,0.41484639048576355,0.5583577752113342,,,
55,3699,,,,,0.72699373960495,,
55,3749,,,,,0.5903744101524353,,
55,3751,,,,,,0.6205108761787415,0.4111049175262451
55,3751,,,0.4196610152721405,0.5574334263801575,,,
56,3799,,,,,0.6272164583206177,,
56,3818,,,,,,0.6182997226715088,0.4132034182548523
56,3818,,,0.41838178038597107,0.558953046798706,,,
57,3849,,,,,0.6206853985786438,,
57,3885,,,,,,0.6212581396102905,0.41039568185806274
57,3885,,,0.4182136058807373,0.5589680671691895,,,
58,3899,,,,,0.7148914337158203,,
58,3949,,,,,0.6930766105651855,,
58,3952,,,,,,0.6186820864677429,0.4128405451774597
58,3952,,,0.4177590310573578,0.5547387599945068,,,
59,3999,,,,,0.6248235702514648,,
59,4019,,,,,,0.6196013689041138,0.41196805238723755
59,4019,,,0.4186939001083374,0.5569224953651428,,,
60,4049,,,,,0.49707478284835815,,
60,4086,,,,,,0.6176814436912537,0.41379016637802124
60,4086,,,0.41671520471572876,0.556645393371582,,,
61,4099,,,,,0.6703382730484009,,
61,4149,,,,,0.6670516729354858,,
61,4153,,,,,,0.6300832033157349,0.40202027559280396
61,4153,,,0.40989768505096436,0.5682851672172546,,,
62,4199,,,,,0.4999503493309021,,
62,4220,,,,,,0.6226495504379272,0.40907520055770874
62,4220,,,0.42397087812423706,0.5504761934280396,,,
63,4249,,,,,0.5873353481292725,,
63,4287,,,,,,0.6188939213752747,0.41263943910598755
63,4287,,,0.422040194272995,0.5535878539085388,,,
64,4299,,,,,0.4186907410621643,,
64,4349,,,,,0.5453851222991943,,
64,4354,,,,,,0.6245502233505249,0.4072713851928711
64,4354,,,0.42257803678512573,0.5513195991516113,,,
65,4399,,,,,0.5841362476348877,,
65,4421,,,,,,0.6204765439033508,0.4111374616622925
65,4421,,,0.4172612130641937,0.5562178492546082,,,
66,4449,,,,,0.554205060005188,,
66,4488,,,,,,0.631001353263855,0.4011489152908325
66,4488,,,0.41555145382881165,0.5587337017059326,,,
67,4499,,,,,0.5256283283233643,,
67,4549,,,,,0.6114972829818726,,
67,4555,,,,,,0.6214773654937744,0.41018766164779663
67,4555,,,0.42084795236587524,0.5575705766677856,,,
68,4599,,,,,0.6125051975250244,,
68,4622,,,,,,0.6205214262008667,0.41109490394592285
68,4622,,,0.4209864139556885,0.5508719086647034,,,
69,4649,,,,,0.552237331867218,,
69,4689,,,,,,0.620427668094635,0.41118383407592773
69,4689,,,0.41599494218826294,0.5578160285949707,,,
70,4699,,,,,0.47670841217041016,,
70,4749,,,,,0.570862352848053,,
70,4756,,,,,,0.6187053322792053,0.4128184914588928
70,4756,,,0.42140892148017883,0.550495982170105,,,
71,4799,,,,,0.500563383102417,,
71,4823,,,,,,0.6194939613342285,0.41207003593444824
71,4823,,,0.41568121314048767,0.5570781230926514,,,
72,4849,,,,,0.6162137985229492,,
72,4890,,,,,,0.62248295545578,0.40923333168029785
72,4890,,,0.4158436357975006,0.5610929131507874,,,
73,4899,,,,,0.5887001752853394,,
73,4949,,,,,0.5019862651824951,,
73,4957,,,,,,0.6200436949729919,0.41154831647872925
73,4957,,,0.4209863543510437,0.5589999556541443,,,
74,4999,,,,,0.5405627489089966,,
74,5024,,,,,,0.6225269436836243,0.4091915488243103
74,5024,,,0.41783010959625244,0.5574964284896851,,,
75,5049,,,,,0.5156577825546265,,
75,5091,,,,,,0.6203669309616089,0.4112415313720703
75,5091,,,0.4217774271965027,0.5529398322105408,,,
76,5099,,,,,0.6755706667900085,,
76,5149,,,,,0.6384655237197876,,
76,5158,,,,,,0.6179858446121216,0.4135012626647949
76,5158,,,0.4191744923591614,0.5545291900634766,,,
77,5199,,,,,0.5287095308303833,,
77,5225,,,,,,0.6199060678482056,0.41167885065078735
77,5225,,,0.41429129242897034,0.5629235506057739,,,
78,5249,,,,,0.6167981028556824,,
78,5292,,,,,,0.6194777488708496,0.4120854139328003
78,5292,,,0.4186095893383026,0.5590030550956726,,,
79,5299,,,,,0.5855388641357422,,
79,5349,,,,,0.6271120309829712,,
79,5359,,,,,,0.6181551814079285,0.41334056854248047
79,5359,,,0.4142818748950958,0.5655297040939331,,,
80,5399,,,,,0.6238710880279541,,
80,5426,,,,,,0.6192064881324768,0.4123428463935852
80,5426,,,0.4181130826473236,0.5581014156341553,,,
81,5449,,,,,0.6358695030212402,,
81,5493,,,,,,0.6195580959320068,0.4120091199874878
81,5493,,,0.414743036031723,0.5626800060272217,,,
82,5499,,,,,0.4777851104736328,,
82,5549,,,,,0.7388242483139038,,
82,5560,,,,,,0.6169516444206238,0.4144827723503113
82,5560,,,0.4143986105918884,0.5629264712333679,,,
83,5599,,,,,0.6236768960952759,,
83,5627,,,,,,0.6185328960418701,0.41298210620880127
83,5627,,,0.4136468768119812,0.562182605266571,,,
84,5649,,,,,0.6110823154449463,,
84,5694,,,,,,0.6186989545822144,0.41282451152801514
84,5694,,,0.4196871221065521,0.5590854287147522,,,
85,5699,,,,,0.5646647214889526,,
85,5749,,,,,0.556223452091217,,
85,5761,,,,,,0.6223968267440796,0.4093150496482849
85,5761,,,0.4141716957092285,0.5617338418960571,,,
86,5799,,,,,0.4040689468383789,,
86,5828,,,,,,0.6152225136756897,0.41612380743026733
86,5828,,,0.4204235374927521,0.5606803894042969,,,
87,5849,,,,,0.5148304104804993,,
87,5895,,,,,,0.6240348815917969,0.4077604413032532
87,5895,,,0.4173360764980316,0.558892011642456,,,
88,5899,,,,,0.5899748802185059,,
88,5949,,,,,0.39732563495635986,,
88,5962,,,,,,0.6207433938980103,0.41088420152664185
88,5962,,,0.4129827320575714,0.5645748972892761,,,
89,5999,,,,,0.5705236196517944,,
89,6029,,,,,,0.6214190125465393,0.41024303436279297
89,6029,,,0.41610389947891235,0.5619623064994812,,,
90,6049,,,,,0.5915138721466064,,
90,6096,,,,,,0.6185929179191589,0.412925124168396
90,6096,,,0.41712960600852966,0.5598543286323547,,,
91,6099,,,,,0.6026924848556519,,
91,6149,,,,,0.5792983770370483,,
91,6163,,,,,,0.6170743107795715,0.41436636447906494
91,6163,,,0.41170236468315125,0.5683301687240601,,,
92,6199,,,,,0.5596299171447754,,
92,6230,,,,,,0.6188597679138184,0.41267186403274536
92,6230,,,0.4165729880332947,0.5603516697883606,,,
93,6249,,,,,0.44880229234695435,,
93,6297,,,,,,0.6239761114120483,0.40781623125076294
93,6297,,,0.4166519343852997,0.5599578619003296,,,
94,6299,,,,,0.3923720717430115,,
94,6349,,,,,0.6430341005325317,,
94,6364,,,,,,0.6163769960403442,0.4150281548500061
94,6364,,,0.4127233326435089,0.5638709664344788,,,
95,6399,,,,,0.348966121673584,,
95,6431,,,,,,0.6199507713317871,0.41163647174835205
95,6431,,,0.4149209260940552,0.5642171502113342,,,
96,6449,,,,,0.6401422023773193,,
96,6498,,,,,,0.616395890712738,0.4150102138519287
96,6498,,,0.41148871183395386,0.5689709782600403,,,
97,6499,,,,,0.5877048969268799,,
97,6549,,,,,0.6279195547103882,,
97,6565,,,,,,0.6182109713554382,0.4132876396179199
97,6565,,,0.4177532494068146,0.5569828748703003,,,
98,6599,,,,,0.4083893895149231,,
98,6632,,,,,,0.6215651631355286,0.41010433435440063
98,6632,,,0.41159361600875854,0.5644205808639526,,,
99,6649,,,,,0.6643943786621094,,
99,6699,,,,,0.5689654350280762,,
99,6699,,,,,,0.6199058294296265,0.41167914867401123
99,6699,,,0.41211238503456116,0.5668520927429199,,,
100,6749,,,,,0.6842588186264038,,
100,6766,,,,,,0.6247379779815674,0.4070931673049927
100,6766,,,0.41944101452827454,0.5554048418998718,,,
101,6799,,,,,0.22988945245742798,,
101,6833,,,,,,0.6190460920333862,0.41249507665634155
101,6833,,,0.4170061945915222,0.5567861795425415,,,
102,6849,,,,,0.6894981861114502,,
102,6899,,,,,0.46459436416625977,,
102,6900,,,,,,0.615343451499939,0.41600900888442993
102,6900,,,0.4153119623661041,0.562552273273468,,,
103,6949,,,,,0.6235489845275879,,
103,6967,,,,,,0.6158605813980103,0.41551822423934937
103,6967,,,0.4172751307487488,0.5569949150085449,,,
104,6999,,,,,0.5922495722770691,,
104,7034,,,,,,0.6163272857666016,0.41507530212402344
104,7034,,,0.4125959873199463,0.5662241578102112,,,
105,7049,,,,,0.5182453393936157,,
105,7099,,,,,0.6233205795288086,,
105,7101,,,,,,0.6203644871711731,0.4112437963485718
105,7101,,,0.4173828065395355,0.5596727132797241,,,
106,7149,,,,,0.7032801508903503,,
106,7168,,,,,,0.6157985925674438,0.41557711362838745
106,7168,,,0.41539713740348816,0.5568217635154724,,,
107,7199,,,,,0.7077721953392029,,
107,7235,,,,,,0.6172968745231628,0.41415512561798096
107,7235,,,0.4185326397418976,0.5551387071609497,,,
108,7249,,,,,0.7031179666519165,,
108,7299,,,,,0.4262552857398987,,
108,7302,,,,,,0.6144552230834961,0.41685205698013306
108,7302,,,0.4135238528251648,0.5650047659873962,,,
109,7349,,,,,0.5172939896583557,,
109,7369,,,,,,0.6195091605186462,0.4120555520057678
109,7369,,,0.4115503132343292,0.5686070919036865,,,
110,7399,,,,,0.5650227069854736,,
110,7436,,,,,,0.615227222442627,0.4161193370819092
110,7436,,,0.41888952255249023,0.5603569746017456,,,
111,7449,,,,,0.3867788314819336,,
111,7499,,,,,0.5097429156303406,,
111,7503,,,,,,0.6159385442733765,0.4154442548751831
111,7503,,,0.4166887402534485,0.5572819113731384,,,
112,7549,,,,,0.350460410118103,,
112,7570,,,,,,0.6211724877357483,0.4104769825935364
112,7570,,,0.4142996668815613,0.5653473138809204,,,
113,7599,,,,,0.5220012664794922,,
113,7637,,,,,,0.620692253112793,0.4109327793121338
113,7637,,,0.41621705889701843,0.5560508966445923,,,
114,7649,,,,,0.6296051740646362,,
114,7699,,,,,0.5123499631881714,,
114,7704,,,,,,0.6233049035072327,0.40845322608947754
114,7704,,,0.416207879781723,0.5634104609489441,,,
115,7749,,,,,0.4972083568572998,,
115,7771,,,,,,0.6220452189445496,0.40964871644973755
115,7771,,,0.41465896368026733,0.5632977485656738,,,
116,7799,,,,,0.4268451929092407,,
116,7838,,,,,,0.6143227219581604,0.41697776317596436
116,7838,,,0.41259273886680603,0.5683169960975647,,,
117,7849,,,,,0.6162567138671875,,
117,7899,,,,,0.5884580612182617,,
117,7905,,,,,,0.6193123459815979,0.4122423529624939
117,7905,,,0.41323262453079224,0.5624626874923706,,,
118,7949,,,,,0.6413261294364929,,
118,7972,,,,,,0.6164499521255493,0.4149588942527771
118,7972,,,0.41162508726119995,0.5673233866691589,,,
119,7999,,,,,0.6006709337234497,,
119,8039,,,,,,0.6161503195762634,0.4152432680130005
119,8039,,,0.40914618968963623,0.5638495683670044,,,
120,8049,,,,,0.7266803979873657,,
120,8099,,,,,0.5849042534828186,,
120,8106,,,,,,0.6176382899284363,0.4138311743736267
120,8106,,,0.41146329045295715,0.5660366415977478,,,
121,8149,,,,,0.6124083995819092,,
121,8173,,,,,,0.6179739236831665,0.41351258754730225
121,8173,,,0.4134882092475891,0.5619314312934875,,,
122,8199,,,,,0.5810465812683105,,
122,8240,,,,,,0.6280112266540527,0.40398669242858887
122,8240,,,0.41143709421157837,0.5716270804405212,,,
123,8249,,,,,0.5526851415634155,,
123,8299,,,,,0.6790246963500977,,
123,8307,,,,,,0.6166932582855225,0.41472798585891724
123,8307,,,0.4171289801597595,0.5609468221664429,,,
124,8349,,,,,0.5706275701522827,,
124,8374,,,,,,0.6187942624092102,0.4127340316772461
124,8374,,,0.41279688477516174,0.5617462992668152,,,
125,8399,,,,,0.711708664894104,,
125,8441,,,,,,0.6150971055030823,0.416242778301239
125,8441,,,0.420335590839386,0.5563921332359314,,,
126,8449,,,,,0.6311547756195068,,
126,8499,,,,,0.41179537773132324,,
126,8508,,,,,,0.617672860622406,0.4137982726097107
126,8508,,,0.41516661643981934,0.5654693841934204,,,
127,8549,,,,,0.6016989946365356,,
127,8575,,,,,,0.6140521764755249,0.41723453998565674
127,8575,,,0.4157494306564331,0.5624784231185913,,,
128,8599,,,,,0.6759953498840332,,
128,8642,,,,,,0.6142044067382812,0.4170899987220764
128,8642,,,0.413032591342926,0.5649909377098083,,,
129,8649,,,,,0.5635828375816345,,
129,8699,,,,,0.5694984197616577,,
129,8709,,,,,,0.6183342933654785,0.41317057609558105
129,8709,,,0.41306063532829285,0.5642107129096985,,,
130,8749,,,,,0.6889486312866211,,
130,8776,,,,,,0.6312304139137268,0.40093153715133667
130,8776,,,0.4126611351966858,0.565108597278595,,,
131,8799,,,,,0.6146572828292847,,
131,8843,,,,,,0.6181844472885132,0.41331273317337036
131,8843,,,0.41535764932632446,0.5644965767860413,,,
132,8849,,,,,0.43035048246383667,,
132,8899,,,,,0.12970012426376343,,
132,8910,,,,,,0.6132276058197021,0.41801708936691284
132,8910,,,0.4136504530906677,0.5691222548484802,,,
133,8949,,,,,0.5879052877426147,,
133,8977,,,,,,0.617332398891449,0.41412144899368286
133,8977,,,0.41288167238235474,0.5610219240188599,,,
134,8999,,,,,0.4602963328361511,,
134,9044,,,,,,0.6188644766807556,0.4126673936843872
134,9044,,,0.41418296098709106,0.5665916800498962,,,
135,9049,,,,,0.6219624876976013,,
135,9099,,,,,0.36607885360717773,,
135,9111,,,,,,0.6181846857070923,0.41331255435943604
135,9111,,,0.41406890749931335,0.5604013800621033,,,
136,9149,,,,,0.5393819808959961,,
136,9178,,,,,,0.6146648526191711,0.416653037071228
136,9178,,,0.412609726190567,0.564041256904602,,,
137,9199,,,,,0.5123789310455322,,
137,9245,,,,,,0.6152342557907104,0.41611266136169434
137,9245,,,0.41666221618652344,0.5641542077064514,,,
138,9249,,,,,0.6438167095184326,,
138,9299,,,,,0.44280141592025757,,
138,9312,,,,,,0.6213075518608093,0.4103488326072693
138,9312,,,0.41069599986076355,0.5679026246070862,,,
139,9349,,,,,0.39109086990356445,,
139,9379,,,,,,0.6145865321159363,0.4167274236679077
139,9379,,,0.41483646631240845,0.5635849833488464,,,
140,9399,,,,,0.7320549488067627,,
140,9446,,,,,,0.6182703375816345,0.4132312536239624
140,9446,,,0.4141607880592346,0.5626742839813232,,,
141,9449,,,,,0.6583484411239624,,
141,9499,,,,,0.19758296012878418,,
141,9513,,,,,,0.6131592392921448,0.41808193922042847
141,9513,,,0.41458937525749207,0.5620232224464417,,,
142,9549,,,,,0.5585051774978638,,
142,9580,,,,,,0.616145133972168,0.41524821519851685
142,9580,,,0.4131104350090027,0.5634108185768127,,,
143,9599,,,,,0.4694165587425232,,
143,9647,,,,,,0.6154564619064331,0.415901780128479
143,9647,,,0.4162209630012512,0.5587520599365234,,,
144,9649,,,,,0.7418633699417114,,
144,9699,,,,,0.6149815320968628,,
144,9714,,,,,,0.6169551014900208,0.41447949409484863
144,9714,,,0.4121584892272949,0.5678598880767822,,,
145,9749,,,,,0.5448203086853027,,
145,9781,,,,,,0.6169307827949524,0.4145025610923767
145,9781,,,0.4144137501716614,0.5643885731697083,,,
146,9799,,,,,0.4778646230697632,,
146,9848,,,,,,0.6180827021598816,0.41340935230255127
146,9848,,,0.4148111641407013,0.5641540884971619,,,
147,9849,,,,,0.6854071617126465,,
147,9899,,,,,0.6223424077033997,,
147,9915,,,,,,0.6253560185432434,0.40650665760040283
147,9915,,,0.4128895699977875,0.5626105666160583,,,
148,9949,,,,,0.5807933807373047,,
148,9982,,,,,,0.613678514957428,0.41758912801742554
148,9982,,,0.41687658429145813,0.557301938533783,,,
149,9999,,,,,0.5395036935806274,,
149,10049,,,,,0.7868432402610779,,
149,10049,,,,,,0.6251993775367737,0.4066552519798279
149,10049,,,0.4111019968986511,0.5649242401123047,,,
150,10099,,,,,0.542831301689148,,
150,10116,,,,,,0.6160770058631897,0.41531282663345337
150,10116,,,0.4131886661052704,0.5695836544036865,,,
151,10149,,,,,0.4755263924598694,,
151,10183,,,,,,0.612450361251831,0.4187547564506531
151,10183,,,0.41913190484046936,0.5636202692985535,,,
152,10199,,,,,0.2542346119880676,,
152,10249,,,,,0.652393102645874,,
152,10250,,,,,,0.6163603067398071,0.4150439500808716
152,10250,,,0.41247573494911194,0.5616100430488586,,,
153,10299,,,,,0.2038874626159668,,
153,10317,,,,,,0.616397500038147,0.4150087237358093
153,10317,,,0.41103991866111755,0.5680122375488281,,,
154,10349,,,,,0.6228092908859253,,
154,10384,,,,,,0.615725576877594,0.41564637422561646
154,10384,,,0.41055065393447876,0.5617759823799133,,,
155,10399,,,,,0.6924176216125488,,
155,10449,,,,,0.43957239389419556,,
155,10451,,,,,,0.6201308369636536,0.411465585231781
155,10451,,,0.412979394197464,0.5652375221252441,,,
156,10499,,,,,0.5655580759048462,,
156,10518,,,,,,0.6159924268722534,0.4153931140899658
156,10518,,,0.4110819101333618,0.5687158107757568,,,
157,10549,,,,,0.6303595900535583,,
157,10585,,,,,,0.6187441349029541,0.41278159618377686
157,10585,,,0.41317421197891235,0.564764142036438,,,
158,10599,,,,,0.6771852374076843,,
158,10649,,,,,0.5782541036605835,,
158,10652,,,,,,0.6135652661323547,0.41769665479660034
158,10652,,,0.41542544960975647,0.5630258321762085,,,
159,10699,,,,,0.3606230616569519,,
159,10719,,,,,,0.6162272095680237,0.4151703119277954
159,10719,,,0.4103316366672516,0.5682506561279297,,,
160,10749,,,,,0.613152027130127,,
160,10786,,,,,,0.6169904470443726,0.4144459366798401
160,10786,,,0.4101924002170563,0.5639885067939758,,,
161,10799,,,,,0.4944688081741333,,
161,10849,,,,,0.6989704370498657,,
161,10853,,,,,,0.6131384372711182,0.4181017279624939
161,10853,,,0.41072773933410645,0.567267894744873,,,
162,10899,,,,,0.6831814646720886,,
162,10920,,,,,,0.6213438510894775,0.4103143811225891
162,10920,,,0.4125058352947235,0.5653581619262695,,,
163,10949,,,,,0.6196144819259644,,
163,10987,,,,,,0.6168073415756226,0.4146197438240051
163,10987,,,0.41324472427368164,0.5584280490875244,,,
164,10999,,,,,0.606662929058075,,
164,11049,,,,,0.729759931564331,,
164,11054,,,,,,0.6148324608802795,0.4164940118789673
164,11054,,,0.4102678596973419,0.5631699562072754,,,
165,11099,,,,,0.6228224039077759,,
165,11121,,,,,,0.6151667833328247,0.4161766767501831
165,11121,,,0.4108346998691559,0.5671470761299133,,,
166,11149,,,,,0.640995979309082,,
166,11188,,,,,,0.6129704713821411,0.4182611107826233
166,11188,,,0.413943350315094,0.5629605054855347,,,
167,11199,,,,,0.6172188520431519,,
167,11249,,,,,0.5126491785049438,,
167,11255,,,,,,0.6131794452667236,0.4180627465248108
167,11255,,,0.41167569160461426,0.5677961707115173,,,
168,11299,,,,,0.6650943756103516,,
168,11322,,,,,,0.6128959059715271,0.4183318614959717
168,11322,,,0.41383302211761475,0.560674786567688,,,
169,11349,,,,,0.5466378927230835,,
