epoch,step,test_loss,test_r2,train_loss,train_r2_epoch,train_r2_step,valid_loss,valid_r2
169,11389,,,,,,0.6195603609085083,0.4120069742202759
169,11389,,,0.4125314950942993,0.5646175742149353,,,
170,11399,,,,,0.6772564649581909,,
170,11449,,,,,0.6283159255981445,,
170,11456,,,,,,0.6113734245300293,0.4197767972946167
170,11456,,,0.40924137830734253,0.5658367276191711,,,
171,11499,,,,,0.6183943748474121,,
171,11523,,,,,,0.6176245808601379,0.41384410858154297
171,11523,,,0.40935465693473816,0.5658371448516846,,,
172,11549,,,,,0.5420938730239868,,
172,11590,,,,,,0.6170576214790344,0.4143821597099304
172,11590,,,0.41213759779930115,0.5669645667076111,,,
173,11599,,,,,0.7069727182388306,,
173,11649,,,,,0.7311681509017944,,
173,11657,,,,,,0.6174108982086182,0.4140469431877136
173,11657,,,0.41109704971313477,0.5647479295730591,,,
174,11699,,,,,0.5764871835708618,,
174,11724,,,,,,0.6146363019943237,0.41668015718460083
174,11724,,,0.40605467557907104,0.57396399974823,,,
175,11749,,,,,0.5796154141426086,,
175,11791,,,,,,0.6130691170692444,0.41816747188568115
175,11791,,,0.41038545966148376,0.5615096688270569,,,
176,11799,,,,,0.5322569012641907,,
176,11849,,,,,0.6720455884933472,,
176,11858,,,,,,0.6196776032447815,0.4118956923484802
176,11858,,,0.4116244316101074,0.5643061995506287,,,
177,11899,,,,,0.6767880916595459,,
177,11925,,,,,,0.6153379678726196,0.41601425409317017
177,11925,,,0.4106636345386505,0.5715804100036621,,,
178,11949,,,,,0.6057109832763672,,
178,11992,,,,,,0.6148779988288879,0.41645073890686035
178,11992,,,0.4104325473308563,0.5664228796958923,,,
179,11999,,,,,0.5066992044448853,,
179,12049,,,,,0.5829507112503052,,
179,12059,,,,,,0.6171908974647522,0.4142557382583618
179,12059,,,0.40831103920936584,0.5680297613143921,,,
180,12099,,,,,0.5953773260116577,,
180,12126,,,,,,0.6202972531318665,0.4113076329231262
180,12126,,,0.4100266695022583,0.5655581951141357,,,
181,12149,,,,,0.6525862216949463,,
181,12193,,,,,,0.6196067929267883,0.41196292638778687
181,12193,,,0.40904906392097473,0.5686174035072327,,,
182,12199,,,,,0.632804274559021,,
182,12249,,,,,0.5826898813247681,,
182,12260,,,,,,0.6139048933982849,0.41737425327301025
182,12260,,,0.41760268807411194,0.5572519302368164,,,
183,12299,,,,,0.5047101974487305,,
183,12327,,,,,,0.6233101487159729,0.4084482789039612
183,12327,,,0.40543892979621887,0.5737723112106323,,,
184,12349,,,,,0.5751010179519653,,
184,12394,,,,,,0.6119550466537476,0.4192247986793518
184,12394,,,0.41266968846321106,0.5699679255485535,,,
185,12399,,,,,0.5377401113510132,,
185,12449,,,,,0.59467613697052,,
185,12461,,,,,,0.6163550615310669,0.4150489568710327
185,12461,,,0.4095061421394348,0.5701905488967896,,,
186,12499,,,,,0.16742032766342163,,
186,12528,,,,,,0.611407458782196,0.41974449157714844
186,12528,,,0.41572049260139465,0.5596948862075806,,,
187,12549,,,,,0.5900313854217529,,
187,12595,,,,,,0.6130151152610779,0.418218731880188
187,12595,,,0.4117087721824646,0.5701740384101868,,,
188,12599,,,,,0.7083225250244141,,
188,12649,,,,,0.45944827795028687,,
188,12662,,,,,,0.6131384372711182,0.4181017279624939
188,12662,,,0.4107396602630615,0.5663228631019592,,,
189,12699,,,,,0.7198019027709961,,
189,12729,,,,,,0.621039867401123,0.410602867603302
189,12729,,,0.4124126434326172,0.5656008124351501,,,
190,12749,,,,,0.5897352695465088,,
190,12796,,,,,,0.6129478216171265,0.4182826280593872
190,12796,,,0.40924498438835144,0.566433310508728,,,
191,12799,,,,,0.4022703170776367,,
191,12849,,,,,0.6957644820213318,,
191,12863,,,,,,0.6163482069969177,0.415055513381958
191,12863,,,0.41114309430122375,0.561370313167572,,,
192,12899,,,,,0.5970147848129272,,
192,12930,,,,,,0.6164608001708984,0.41494864225387573
192,12930,,,0.4077339768409729,0.5719404220581055,,,
193,12949,,,,,0.5139777660369873,,
193,12997,,,,,,0.6137688159942627,0.4175034165382385
193,12997,,,0.4105856120586395,0.5638091564178467,,,
194,12999,,,,,0.6319260597229004,,
194,13049,,,,,0.45505601167678833,,
194,13064,,,,,,0.6152786016464233,0.4160705804824829
194,13064,,,0.41122063994407654,0.566842257976532,,,
195,13099,,,,,0.5752307772636414,,
195,13131,,,,,,0.6181396245956421,0.41335529088974
195,13131,,,0.4125071167945862,0.5586863160133362,,,
196,13149,,,,,0.6773716807365417,,
196,13198,,,,,,0.6128153204917908,0.4184083342552185
196,13198,,,0.4091837704181671,0.5687862634658813,,,
197,13199,,,,,0.6109230518341064,,
197,13249,,,,,0.5563006401062012,,
197,13265,,,,,,0.6139962077140808,0.4172876477241516
197,13265,,,0.40983128547668457,0.5675803422927856,,,
198,13299,,,,,0.5140317678451538,,
198,13332,,,,,,0.6161115765571594,0.4152800440788269
198,13332,,,0.4167214334011078,0.5560656189918518,,,
199,13349,,,,,0.5409918427467346,,
199,13399,,,,,0.31623542308807373,,
199,13399,,,,,,0.6152856945991516,0.4160638451576233
199,13399,,,0.4085155427455902,0.5656937956809998,,,
200,13400,0.6152856945991516,0.4160638451576233,,,,,
